date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:12	25834/25834	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:02:09%20GMT	http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2	C:/My%20Websites/www.tkl-arch.com/portfoliof0b4.html	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:13	12591/12591	---M--	200	added ('OK')	image/jpeg	etag:%229122145c11e2d31:0%22	http://www.tkl-arch.com/pics/news/small/d2867cd1-cff0-46e2-9519-49aecd91bbe4.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/small/d2867cd1-cff0-46e2-9519-49aecd91bbe4.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:14	25314/25314	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:02:11%20GMT	http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5	C:/My%20Websites/www.tkl-arch.com/portfoliod6ca.html	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:15	15578/15578	---M--	200	added ('OK')	image/jpeg	etag:%226148284011e2d31:0%22	http://www.tkl-arch.com/pics/news/small/190ace40-c286-447b-bfaf-ae3b35cdf881.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/small/190ace40-c286-447b-bfaf-ae3b35cdf881.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:19	16850/16850	---M--	200	added ('OK')	image/jpeg	etag:%22935cf43111e2d31:0%22	http://www.tkl-arch.com/pics/news/small/e9953a55-6108-4cdd-89df-d606a01a09c7.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/small/e9953a55-6108-4cdd-89df-d606a01a09c7.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:19	18215/18215	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:02:17%20GMT	http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=3	C:/My%20Websites/www.tkl-arch.com/portfolio66e0.html	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:21	64171/64171	---M--	200	added ('OK')	image/png	etag:%22d196dfdafcd0d31:0%22	http://www.tkl-arch.com/pics/icon/%e9%a3%af%e5%ba%97%e4%bc%91%e9%96%92.png	C:/My%20Websites/www.tkl-arch.com/pics/icon/%e9%a3%af%e5%ba%97%e4%bc%91%e9%96%92.png	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:21	39173/39173	---M--	200	added ('OK')	image/png	etag:%22657cdd4fcd0d31:0%22	http://www.tkl-arch.com/pics/icon/%e4%bd%8f%e5%ae%85%e8%a8%ad%e8%a8%88.png	C:/My%20Websites/www.tkl-arch.com/pics/icon/%e4%bd%8f%e5%ae%85%e8%a8%ad%e8%a8%88.png	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:21	18221/18221	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:02:19%20GMT	http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=4	C:/My%20Websites/www.tkl-arch.com/portfolio7b1f.html	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:22	60790/60790	---M--	200	added ('OK')	image/png	etag:%225daecdcfcd0d31:0%22	http://www.tkl-arch.com/pics/icon/%e5%bb%a0%e6%88%bf%e8%a8%ad%e8%a8%88.png	C:/My%20Websites/www.tkl-arch.com/pics/icon/%e5%bb%a0%e6%88%bf%e8%a8%ad%e8%a8%88.png	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:25	11499/11499	---M--	200	added ('OK')	image/jpeg	etag:%22e559817a11e2d31:0%22	http://www.tkl-arch.com/pics/news/small/baab2909-d8fa-4abb-ad36-7b787e09869a.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/small/baab2909-d8fa-4abb-ad36-7b787e09869a.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:25	25426/25426	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:02:22%20GMT	http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6	C:/My%20Websites/www.tkl-arch.com/portfolioc3e8.html	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:27	44788/44788	---M--	200	added ('OK')	image/png	etag:%22191eddd2fcd0d31:0%22	http://www.tkl-arch.com/pics/icon/%e5%85%ac%e5%85%b1%e5%bb%ba%e7%af%89.png	C:/My%20Websites/www.tkl-arch.com/pics/icon/%e5%85%ac%e5%85%b1%e5%bb%ba%e7%af%89.png	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:27	1246/1246	---M-Z	200	added ('OK')	text/css	etag:%22c230eee231d51:0%22	http://www.tkl-arch.com/css/page/dm-listRecruit.css	C:/My%20Websites/www.tkl-arch.com/css/page/dm-listRecruit.css	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:28	35672/35672	---M--	200	added ('OK')	image/png	etag:%223674e8d8fcd0d31:0%22	http://www.tkl-arch.com/pics/icon/%e6%a0%a1%e5%9c%92%e5%bb%ba%e7%af%89.png	C:/My%20Websites/www.tkl-arch.com/pics/icon/%e6%a0%a1%e5%9c%92%e5%bb%ba%e7%af%89.png	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:28	969/969	---M-Z	200	added ('OK')	application/javascript	etag:%225c505e13241d51:0%22	http://www.tkl-arch.com/scripts/frontend/dm-listRecruitment.js	C:/My%20Websites/www.tkl-arch.com/scripts/frontend/dm-listRecruitment.js	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:28	18421/18421	---M--	200	added ('OK')	image/png	etag:%22c7c7d4d6fcd0d31:0%22	http://www.tkl-arch.com/pics/icon/%e5%ae%a4%e5%85%a7%e8%a8%ad%e8%a8%88.png	C:/My%20Websites/www.tkl-arch.com/pics/icon/%e5%ae%a4%e5%85%a7%e8%a8%ad%e8%a8%88.png	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:29	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:02:30	1879/1879	---M-Z	200	added ('OK')	text/css	etag:%22cb5013fb231d51:0%22	http://www.tkl-arch.com/css/uc/dm-slickCustom.css	C:/My%20Websites/www.tkl-arch.com/css/uc/dm-slickCustom.css	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:02:30	2180/2180	---M-Z	200	added ('OK')	application/javascript	etag:%2268a67a16241d51:0%22	http://www.tkl-arch.com/scripts/functions/dm-mobileHeaderControl.js	C:/My%20Websites/www.tkl-arch.com/scripts/functions/dm-mobileHeaderControl.js	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:02:30	3199/3199	---M-Z	200	added ('OK')	application/javascript	etag:%2234851012241d51:0%22	http://www.tkl-arch.com/scripts/frontend/dm-frontListPortfolio.js	C:/My%20Websites/www.tkl-arch.com/scripts/frontend/dm-frontListPortfolio.js	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:02:31	3849/3849	---M-Z	200	added ('OK')	application/javascript	etag:%22b752df1f241d51:0%22	http://www.tkl-arch.com/scripts/uc/dm-popupSlick.js	C:/My%20Websites/www.tkl-arch.com/scripts/uc/dm-popupSlick.js	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:02:48	102989/102989	---M--	200	added ('OK')	image/jpeg	etag:%22fee2f4be7be2d31:0%22	http://www.tkl-arch.com/pics/news/big/0f275972-cc1d-481e-aa68-75efed5e724e.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/0f275972-cc1d-481e-aa68-75efed5e724e.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:02:50	121087/121087	---M--	200	added ('OK')	image/jpeg	etag:%22e466435fe2d31:0%22	http://www.tkl-arch.com/pics/news/big/c896f021-6c71-4a86-8490-51a8e8ad6b68.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/c896f021-6c71-4a86-8490-51a8e8ad6b68.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:02:58	164002/164002	---M--	200	added ('OK')	image/jpeg	etag:%2278d0dabde4e1d31:0%22	http://www.tkl-arch.com/pics/news/big/fa9bbdd5-1300-467c-aa98-8d73f4e31b4d.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/fa9bbdd5-1300-467c-aa98-8d73f4e31b4d.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:11	142875/142875	---M--	200	added ('OK')	image/jpeg	etag:%224a3694dba6c5d31:0%22	http://www.tkl-arch.com/pics/news/big/f99a07ee-796b-436f-8011-37eff8c97761.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/f99a07ee-796b-436f-8011-37eff8c97761.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:20	185130/185130	---M--	200	added ('OK')	image/jpeg	etag:%22e0792c8a6c5d31:0%22	http://www.tkl-arch.com/pics/news/big/4dc398c6-b50d-4690-9ce1-058d711f0640.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/4dc398c6-b50d-4690-9ce1-058d711f0640.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:22	436078/436078	---M--	200	added ('OK')	image/jpeg	etag:%22a7f831da0c5d31:0%22	http://www.tkl-arch.com/pics/news/small/3bd7f85d-63b8-4b42-91e8-059886a01f4d.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/small/3bd7f85d-63b8-4b42-91e8-059886a01f4d.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:03:25	168849/168849	---M--	200	added ('OK')	image/jpeg	etag:%2276a917626e2d31:0%22	http://www.tkl-arch.com/pics/news/big/de4de8e8-f0a2-456f-8e0b-b25807f7c018.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/de4de8e8-f0a2-456f-8e0b-b25807f7c018.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:34	142492/142492	---M--	200	added ('OK')	image/jpeg	etag:%2243942032e6e1d31:0%22	http://www.tkl-arch.com/pics/news/big/a26fd5ae-5800-464b-8728-b20adb84bc30.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/a26fd5ae-5800-464b-8728-b20adb84bc30.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:41	119275/119275	---M--	200	added ('OK')	image/jpeg	etag:%2211f6d4ae6e1d31:0%22	http://www.tkl-arch.com/pics/news/big/9c9b9576-49a5-436d-bd2e-7d74ac0410ff.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/9c9b9576-49a5-436d-bd2e-7d74ac0410ff.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:42	132045/132045	---M--	200	added ('OK')	image/jpeg	etag:%2287866664e6e1d31:0%22	http://www.tkl-arch.com/pics/news/big/e8533c7f-5b5c-42cf-b2e4-4feb196c247b.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/e8533c7f-5b5c-42cf-b2e4-4feb196c247b.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1)
22:03:56	190094/190094	---M--	200	added ('OK')	image/jpeg	etag:%228e57e921fadad31:0%22	http://www.tkl-arch.com/pics/news/big/dd37d6ce-9dbd-441a-9c8d-b0b75b3a8fa7.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/dd37d6ce-9dbd-441a-9c8d-b0b75b3a8fa7.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:01	162323/162323	---M--	200	added ('OK')	image/jpeg	etag:%227163b9de7dad31:0%22	http://www.tkl-arch.com/pics/news/big/74188c60-60e4-4e16-9370-e1dc481d09b4.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/74188c60-60e4-4e16-9370-e1dc481d09b4.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:15	118828/118828	---M--	200	added ('OK')	image/jpeg	etag:%22d37f686ca9c5d31:0%22	http://www.tkl-arch.com/pics/news/big/03644b7f-3633-4a92-b1de-75b6dcfe82a7.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/03644b7f-3633-4a92-b1de-75b6dcfe82a7.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:17	213814/213814	---M--	200	added ('OK')	image/jpeg	etag:%22635fc18ea9c5d31:0%22	http://www.tkl-arch.com/pics/news/big/66a036d9-7174-44a3-80d3-3b751f2c224f.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/66a036d9-7174-44a3-80d3-3b751f2c224f.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:19	233058/233058	---M--	200	added ('OK')	image/jpeg	etag:%22626ceee0fbdad31:0%22	http://www.tkl-arch.com/pics/news/big/8a840658-c860-4bc0-b5fb-0c5a72fe03a4.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/8a840658-c860-4bc0-b5fb-0c5a72fe03a4.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:24	144488/144488	---M--	200	added ('OK')	image/jpeg	etag:%22ac6eb1f8ae2d31:0%22	http://www.tkl-arch.com/pics/news/big/b4fd7c44-6c4d-4a55-8c0a-b922e6419d02.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/b4fd7c44-6c4d-4a55-8c0a-b922e6419d02.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:39	146225/146225	---M--	200	added ('OK')	image/jpeg	etag:%22ae3c090fe2d31:0%22	http://www.tkl-arch.com/pics/news/big/87e29c72-f6e9-41e2-a4b0-665fd1b068d2.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/87e29c72-f6e9-41e2-a4b0-665fd1b068d2.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:42	137284/137284	---M--	200	added ('OK')	image/jpeg	etag:%2279632f0e6e2d41:0%22	http://www.tkl-arch.com/pics/news/big/e4bcc416-3dd3-44c0-8cb6-8c4ebaf11b90.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/e4bcc416-3dd3-44c0-8cb6-8c4ebaf11b90.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:42	156306/156306	---M--	200	added ('OK')	image/jpeg	etag:%22a44c79cbae2d31:0%22	http://www.tkl-arch.com/pics/news/big/e1d9bcd3-867f-4346-9991-ee9df7c30779.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/e1d9bcd3-867f-4346-9991-ee9df7c30779.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=2)
22:04:56	106128/106128	---M--	200	added ('OK')	image/jpeg	etag:%223da73b2dadc5d31:0%22	http://www.tkl-arch.com/pics/news/big/d65dbc24-0b86-4d75-9441-2178b882cc18.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/d65dbc24-0b86-4d75-9441-2178b882cc18.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:04:58	95766/95766	---M--	200	added ('OK')	image/jpeg	etag:%2252d2c7f0acc5d31:0%22	http://www.tkl-arch.com/pics/news/big/57bc6bdb-d196-4515-a5a2-de4d10de53f2.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/57bc6bdb-d196-4515-a5a2-de4d10de53f2.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:09	170461/170461	---M--	200	added ('OK')	image/jpeg	etag:%2240fe6e3d10e2d31:0%22	http://www.tkl-arch.com/pics/news/big/fa1d3bbb-4191-4f48-93df-583b65370fa8.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/fa1d3bbb-4191-4f48-93df-583b65370fa8.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:17	118306/118306	---M--	200	added ('OK')	image/jpeg	etag:%22d3155385acc5d31:0%22	http://www.tkl-arch.com/pics/news/big/f89d0614-5151-4d6e-84f3-d5eb5bfe7e99.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/f89d0614-5151-4d6e-84f3-d5eb5bfe7e99.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:19	341043/341043	---M--	200	added ('OK')	image/jpeg	etag:%22d0b2e8d0e8dad31:0%22	http://www.tkl-arch.com/pics/news/big/4fb6104a-ec74-458e-b8b2-c3a3271b25ae.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/4fb6104a-ec74-458e-b8b2-c3a3271b25ae.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:22	161515/161515	---M--	200	added ('OK')	image/jpeg	etag:%221b59f973acc5d31:0%22	http://www.tkl-arch.com/pics/news/big/3153098d-2b38-44d3-bd8f-9816f9f78222.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/3153098d-2b38-44d3-bd8f-9816f9f78222.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:24	89805/89805	---M--	200	added ('OK')	image/jpeg	etag:%22ed7f1235acc5d31:0%22	http://www.tkl-arch.com/pics/news/big/539ff43a-c42d-4b0e-aa38-60e3aba12c34.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/539ff43a-c42d-4b0e-aa38-60e3aba12c34.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:30	75966/75966	---M--	200	added ('OK')	image/jpeg	etag:%22108afa55adc5d31:0%22	http://www.tkl-arch.com/pics/news/big/1f2e4c52-fe07-42a4-bfcc-2f4b04c1b9bc.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/1f2e4c52-fe07-42a4-bfcc-2f4b04c1b9bc.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:41	134739/134739	---M--	200	added ('OK')	image/jpeg	etag:%229bdc9fcacc5d31:0%22	http://www.tkl-arch.com/pics/news/big/3868d819-94ba-4ff9-97c7-33f4e633847d.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/3868d819-94ba-4ff9-97c7-33f4e633847d.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=5)
22:05:50	160558/160558	---M--	200	added ('OK')	image/jpeg	etag:%22fce161aabc5d31:0%22	http://www.tkl-arch.com/pics/news/big/d981e302-e82e-4086-95b6-dc2b0dd0d229.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/d981e302-e82e-4086-95b6-dc2b0dd0d229.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=3)
22:05:50	172420/172420	---M--	200	added ('OK')	image/jpeg	etag:%2295cca58010e2d31:0%22	http://www.tkl-arch.com/pics/news/big/cec48e3e-6092-4164-b03f-2ac98a0e056b.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/cec48e3e-6092-4164-b03f-2ac98a0e056b.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=3)
22:06:01	193354/193354	---M--	200	added ('OK')	image/jpeg	etag:%2216c0388b7be2d31:0%22	http://www.tkl-arch.com/pics/news/big/47f42c19-18b8-47c6-9c71-738b9785ca5c.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/47f42c19-18b8-47c6-9c71-738b9785ca5c.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=3)
22:06:03	139783/139783	---M--	200	added ('OK')	image/jpeg	etag:%221bb766fdaac5d31:0%22	http://www.tkl-arch.com/pics/news/big/32b8aa17-bbcb-488b-8eb1-f2cf30d4179e.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/32b8aa17-bbcb-488b-8eb1-f2cf30d4179e.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=3)
22:06:09	115241/115241	---M--	200	added ('OK')	image/jpeg	etag:%22721d8aa4aac5d31:0%22	http://www.tkl-arch.com/pics/news/big/89a17e0a-0ab9-4bb0-a741-f1f89ffaffb5.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/89a17e0a-0ab9-4bb0-a741-f1f89ffaffb5.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=3)
22:06:24	142381/142381	---M--	200	added ('OK')	image/jpeg	etag:%22adf06ca67be2d31:0%22	http://www.tkl-arch.com/pics/news/big/3a16996d-7190-483b-ba29-c98becac28d6.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/3a16996d-7190-483b-ba29-c98becac28d6.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=4)
22:06:29	156163/156163	---M--	200	added ('OK')	image/jpeg	etag:%22dfae467fabc5d31:0%22	http://www.tkl-arch.com/pics/news/big/bf525ed2-23dd-42e6-8065-31fe71f1e0a4.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/bf525ed2-23dd-42e6-8065-31fe71f1e0a4.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=4)
22:06:29	239013/239013	---M--	200	added ('OK')	image/jpeg	etag:%22c039e24eabc5d31:0%22	http://www.tkl-arch.com/pics/news/big/3f064ee0-bd97-4cd8-bdc3-473aca78c2ed.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/3f064ee0-bd97-4cd8-bdc3-473aca78c2ed.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=4)
22:06:39	186710/186710	---M--	200	added ('OK')	image/jpeg	etag:%22c294bab3abc5d31:0%22	http://www.tkl-arch.com/pics/news/big/0ddb7dbb-a4a7-4d2d-bdaf-f2507cea5886.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/0ddb7dbb-a4a7-4d2d-bdaf-f2507cea5886.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=4)
22:06:41	105918/105918	---M--	200	added ('OK')	image/jpeg	etag:%22bdb052caabc5d31:0%22	http://www.tkl-arch.com/pics/news/big/5a908c77-8c92-4401-a60d-c6b7f8a55598.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/5a908c77-8c92-4401-a60d-c6b7f8a55598.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=4)
22:06:54	154583/154583	---M--	200	added ('OK')	image/jpeg	etag:%2262e0ac5f6edbd31:0%22	http://www.tkl-arch.com/pics/news/big/01e51e35-c687-475d-a43e-e0c5c44cb4e0.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/01e51e35-c687-475d-a43e-e0c5c44cb4e0.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:06:58	117224/117224	---M--	200	added ('OK')	image/jpeg	etag:%222c9a2898f4dad31:0%22	http://www.tkl-arch.com/pics/news/big/327fbedd-800d-4cf7-9555-facc9cd237d1.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/327fbedd-800d-4cf7-9555-facc9cd237d1.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:00	189923/189923	---M--	200	added ('OK')	image/jpeg	etag:%22d2dbbe3eadad31:0%22	http://www.tkl-arch.com/pics/news/big/eae76309-6944-47c4-8087-88e3915186cb.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/eae76309-6944-47c4-8087-88e3915186cb.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:12	85461/85461	---M--	200	added ('OK')	image/jpeg	etag:%224cd6553f6fdbd31:0%22	http://www.tkl-arch.com/pics/news/big/e1297f86-1ede-44fb-babf-85cd2afab4ac.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/e1297f86-1ede-44fb-babf-85cd2afab4ac.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:15	206799/206799	---M--	200	added ('OK')	image/jpeg	etag:%22ec6434916edbd31:0%22	http://www.tkl-arch.com/pics/news/big/cdae992a-c6c9-4378-9ae8-d7e117e0cba2.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/cdae992a-c6c9-4378-9ae8-d7e117e0cba2.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:23	181315/181315	---M--	200	added ('OK')	image/jpeg	etag:%22fea098c96ddbd31:0%22	http://www.tkl-arch.com/pics/news/big/e0a3bc56-72d7-4a98-901a-b542dbccb560.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/e0a3bc56-72d7-4a98-901a-b542dbccb560.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:23	143482/143482	---M--	200	added ('OK')	image/jpeg	etag:%22a4bf5b2c6edbd31:0%22	http://www.tkl-arch.com/pics/news/big/7f08f41d-e3ab-4bb6-a934-59dd8b311e7a.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/7f08f41d-e3ab-4bb6-a934-59dd8b311e7a.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:25	75927/75927	---M--	200	added ('OK')	image/jpeg	etag:%222dbf3c4ca6c5d31:0%22	http://www.tkl-arch.com/pics/news/big/90811d37-6559-4960-89af-4fce781765cc.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/90811d37-6559-4960-89af-4fce781765cc.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
22:07:26	108661/108661	---M--	200	added ('OK')	image/jpeg	etag:%22ebf3f035a6c5d31:0%22	http://www.tkl-arch.com/pics/news/big/577cedb2-af6e-41fe-9f27-1203e495b1d2.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/big/577cedb2-af6e-41fe-9f27-1203e495b1d2.jpg	(from http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=6)
